Words		# of Occurances
Splinters		1632
Split		1632
Spoke		9792
Spoke.		6528
Spoken		3264
Sport.		1632
Spot		3264
Spots		1632
Sprang		9792
Sprawling		3264
Spread		1632
Spreading		4896
Spreads		1632
Spring		3264
Spring,		1632
Spring;		1632
Spring?		1632
Spun		1632
Spurt		1632
Square		3264
Squarely		3264
Squarely.		1632
Squarest		1632
Squatted		3264
Squatted,		1632
Squatting		4896
Squealing		1632
Squealing.		1632
Squeamish		1632
Squeezed		1632
Squint		1632
Stabbed		1632
Stable		1632
Stage		1632
Staggered		16320
Staggering		3264
Staggering,		1632
Staghound		8160
Staghound,		1632
Staghound.		1632
Staghounds		6528
Staghounds,		4896
Stagnant		1632
Stains.		1632
Stakes		1632
Stalked		1632
Stalking		3264
Stamina		1632
Stammer.		1632
Stamped		1632
Stamping		1632
Stand		11424
Standing		22848
Star		1632
Star.		1632
Starboard		1632
Stare		3264
Stare,		1632
Stared		50592
Stared,		1632
Stared.		1632
Stares		1632
Starfish		1632
Staring		32640
Staring,		1632
Staring.		1632
Stark		1632
Starlight		1632
Starlight,		1632
Starlight.		3264
Starlit		1632
Stars		4896
Stars,		1632
Stars.		4896
Start		6528
Start,		1632
Started		9792
Started,		1632
Started.		1632
Starting		4896
Startle		1632
Startled		11424
Startled,		1632
Startling		3264
Starts		1632
Starving.		1632
State		11424
State,		3264
State.		1632
Stated		1632
Station--Of		1632
Stature		1632
Staved		1632
Stay		6528
Stayed		3264
Stays		1632
Steadfastly		3264
Steadfastly,		1632
Steadier		1632
Steadily		3264
Steadily,		1632
Steadily.		1632
Steadily;		1632
Steady		1632
Stealthy		1632
Steam;		1632
Steamy		1632
Steed		1632
Steep		3264
Steep,		1632
Steep-Walled		1632
Steeply		3264
Steered		1632
Steering,		1632
Steersman		1632
Stem		1632
Stems		3264
Stench		3264
Step		8160
Step.		1632
Stepped		6528
Steps		1632
Steps,		1632
Steps.		1632
Stern		6528
Stern.		3264
Stick		8160
Stick,		3264
Stick.		4896
Sticks		3264
Stiff		1632
Stiff,		1632
Stifled		1632
Still		94656
Still,		6528
Still.		9792
Still;		1632
Still?"		1632
Stillness		8160
Stillness.		1632
Stimulate		1632
Stirred		3264
Stirring;		1632
Stitch		1632
Stolen.		1632
Stone		4896
Stone,		3264
Stone.		1632
Stones		3264
Stones.		1632
Stony		1632
Stood		88128
Stood,		1632
Stool.		1632
Stooped		4896
Stooping		4896
Stop		8160
Stop!"		1632
Stopped		26112
Stopped,		8160
Stopped.		4896
Stopping		3264
Store		1632
Stores		3264
Stormy		1632
Story		9792
Story,		4896
Story,"		1632
Story.		6528
Story;		1632
Stowaway.		1632
Straight		11424
Straight-Stemmed		1632
Strained		1632
Straining,		1632
Stranded		4896
Strange		62016
Strange,		4896
Strangely		11424
Strangely-Coloured		1632
Strangely-Placed		1632
Strangely.		1632
Strangeness		4896
Strangeness.		1632
Stranger.		1632
Strangers,		1632
Strangest		6528
Straps.		1632
Straw		3264
Straw-Coloured		1632
Straw.		1632
Stray		1632
Streak		1632
Stream		13056
Stream,		3264
Stream.		4896
Stream."		1632
Streaming		6528
Streaming.		1632
Streamlet		3264
Street,		3264
Street.		1632
Streets		1632
Strength		9792
Strength,		1632
Strength.		3264
Stress		1632
Stress.		3264
Stretch		3264
Stretched		1632
Stricken		1632
Stride.		3264
Strides.		1632
Striding		3264
Strike		3264
Striking,		1632
Stringy		1632
Stripped		1632
Strips		1632
Striving		1632
Strode		3264
Strolled		1632
Strong		8160
Strong,		1632
Strong;		1632
Stronger.		1632
Strongest		1632
Strongest;		1632
Struck		22848
Struck.		1632
Structure		1632
Structure.		1632
Struggle		6528
Struggle,		1632
Struggle.		1632
Struggled		6528
Struggling		1632
Stubbly		1632
Stubborn		3264
Stuck		4896
Student		1632
Student,		1632
Studied		1632
Studies.		1632
Studiously		1632
Study		4896
Stuff		8160
Stuff,		3264
Stuff,"		1632
Stumble		1632
Stumbled		3264
Stumbling		1632
Stumpy		3264
Stunned		1632
Stunned,		1632
Stupid		1632
Stupidly;		1632
Stupor		1632
Sturdy		1632
Subject,		1632
Subject.		1632
Subsequently		3264
Subsided		1632
Substance		3264
Substitute		1632
Subtle		3264
Subtlest		1632
Succeeded		1632
Succulent		1632
Such		45696
Such-Like		1632
Suck		4896
Sucking		1632
Suction,		1632
Sudden		17952
Suddenly		71808
Suddenly,		9792
Suddenly.		1632
Suddenness		1632
Suffer		1632
Suffer,		1632
Suffered		1632
Suffering		4896
Sufficient		3264
Sufficient,		1632
Sufficiently		1632
Suggest?		1632
Suggestion		3264
Suggestions		1632
Suggestions,		1632
Suggestive		3264
Suicide		1632
Sulky		1632
Sullenness		1632
Sulphur		3264
Sulphur.		1632
Sulphurous		4896
Summits		1632
Summon		1632
Sun		14688
Sun,		8160
Sundown,		1632
Sunk		3264
Sunlight		3264
Sunlight,		1632
Sunlit		4896
Sunset		1632
Sunset.		1632
Sunshine		1632
Sunt		3264
Superficially		1632
Superseding		1632
Support		1632
Suppose		9792
Suppose,		3264
Supposed		6528
Suppressed		1632
Supremely		1632
Sure		8160
Sure.		1632
Surely		1632
Surely,		1632
Surface		3264
Surgeon		1632
Surgery		1632
Surgery,		1632
Surgery;		1632
Surgery?		1632
Surgical		3264
Surging		3264
Surprise		4896
Surprise,		1632
Surprise.		3264
Surprised		1632
Surrounded		6528
Surroundings,		1632
Surroundings.		3264
Surveyed		1632
Suspicion		6528
Suspicion,		1632
Suspicious		1632
Suspicious,		1632
Sustained.		1632
Swallow		1632
Swallowed		4896
Swamped,		1632
Swamped;		1632
Swathed		6528
Swathings		3264
Swayed		6528
Swaying		8160
Swaying.		1632
Sweep		3264
Sweeping		1632
Sweet		8160
Sweet,		1632
Sweet,"		1632
Swift		8160
Swiftly		3264
Swiftness.		1632
Swine		3264
Swine,		1632
Swine-Man.		1632
Swine-Men		3264
Swine-Woman		1632
Swine-Woman,		1632
Swine.		1632
Swing		3264
Swinging		4896
Swinish		1632
Swish		4896
Swishing		1632
Swore		6528
Swum		1632
Swung		8160
Swung.		1632
Sympathetic		1632
Sympathised		1632
Sympathy		4896
Systematically,		1632
Table		1632
Table.		4896
Table;		1632
Taciturn		1632
Taciturn,		1632
Tacking		1632
Tackle		1632
Tact		1632
Tactile		1632
Taffrail		3264
Taffrail,		3264
Tail		6528
Taint		3264
Taint,		1632
Taint,--Men		1632
Tainted		4896
Take		29376
Taken		8160
Takes		4896
Taking		9792
Talk		4896
Talk!"		1632
Talk,		1632
Talk.		6528
Talked		13056
Talking		8160
Talking,		1632
Talking.		1632
Tall		4896
Taller		1632
Tallies		1632
Talon		1632
Tamer		1632
Tangle		13056
Tangle:		1632
Tangled		1632
Tanned		1632
Tap		1632
Tapping		1632
Task		1632
Taste		11424
Tasted		4896
Tattered		1632
Taught		3264
Tawny-Faced		1632
Teach		1632
Tearing		3264
Tears		1632
Teasing		1632
Tedium.		1632
Teeth		16320
Teeth,		6528
Teeth-Marks		1632
Teeth.		1632
Teeth;		1632
Tell		45696
Telling		9792
Temerity		1632
Temper		3264
Tempers		1632
Temple.		1632
Temporary		1632
Ten		13056
Tendency		1632
Tender		1632
Tenderness		1632
Tense		3264
Tension		1632
Tepid		1632
Terrible		4896
Terrible.		1632
Terrified		3264
Terror		6528
Terror,		1632
Terror-Struck		1632
Testified		1632
Texture		1632
Than		66912
Thank		1632
Thanks		1632
Thanks;		1632
That		770304
That's		6528
That,		17952
That,"		3264
That--Flourished		1632
That.		19584
That?		3264
That?"		3264
Thatched		3264
The		4874784
The People		3264
Their		217056
Theirs,		1632
Them		115872
Them,		42432
Them,"		3264
Them,--The		1632
Them--The		1632
Them.		35904
Them."		1632
Them;		9792
Them?		4896
Them?"		1632
Themselves		8160
Themselves,		3264
Themselves.--Yet		1632
Themselves;		3264
Then		342720
Then,		39168
Then,"		3264
Then,--A		1632
Then,--At		1632
Then--		1632
Then.		3264
Then:		1632
Then;		3264
Thence		1632
Theologian's		1632
There		146880
There!"		3264
There's		8160
There,		13056
There,"		1632
There,--Is		1632
There.		16320
There."		1632
There?"		3264
Therefore		1632
Therefrom		1632
Thereon		1632
Thereon.		1632
Thereunder		1632
These		120768
These,"		1632
These.		1632
They		262752
They'll		1632
They're		3264
They,		1632
They?"		3264
Thick		16320
Thick,		3264
Thicker		1632
Thicket		6528
Thicket,		3264
Thicket.		1632
Thickets		1632
Thickets,		1632
Thickets.		3264
Thigh		1632
Thigh-Part		1632
Thigh.		1632
Thighs		1632
Thin		13056
Thin,		3264
Thine.'		1632
Thing		96288
Thing!		1632
Thing's		1632
Thing,		17952
Thing,"		1632
Thing,--The		1632
Thing--"		1632
Thing.		14688
Thing?"		1632
Things		58752
Things,		11424
Things,"		3264
Things--These		1632
Things.		4896
Things."		1632
Things?"		1632
Think		57120
Think,		11424
Think.		3264
Think?		1632
Thinking		19584
Thinking,		1632
Thinking.		1632
Thinks"		3264
Thinks,"		3264
Thinner,		3264
Third		9792
Thirst		1632
Thirst,		1632
Thirsty		1632
Thirsty.		1632
Thirty		8160
This		279049
This,		14688
This,"		4896
This.		6528
This."		1632
This;		1632
This?"		1632
Thither		1632
Thither,		1632
Thorns,		3264
Thorns.		3264
Thorny		4896
Thorny,		1632
Those		37536
Those--Yonder."		1632
Thou		1632
Though		50592
Thought		50592
Thought,		8160
Thought,"		1632
Thought--Had		1632
Thought.		3264
Thoughtful;		1632
Thoughts		8160
Thoughts,		1632
Thoughts.		3264
Thousand		4896
Thread		3264
Threads		1632
Threat		4896
Threat.		3264
Threaten		1632
Threatened		1632
Threatening		3264
Three		70176
Three,		1632
Three-Cornered		1632
Three-Parts		1632
Three.		3264
Threescore		1632
Threw		6528
Thrice		1632
Throat		3264
Throat,		1632
Throat.		3264
Throats,		1632
Through		106080
Through.		1632
Through."		1632
Throwing		1632
Thrown		6528
Thrust		13056
Thrusting		1632
Thud		1632
Thumb		1632
Thunder-Storms		1632
Thunder.		1632
Thus		4896
Thwart		1632
Thwarts		1632
Thwarts.		1632
Tide		8160
Tigers,		1632
Tighten		1632
Tightened		3264
Tightening		3264
Tiller		1632
Tilted		1632
Tilting		1632
Timber		1632
Timber.		1632
Timbers		1632
Time		83232
Time,		11424
Time,"		1632
Time,--When		1632
Time.		6528
Time;		1632
Times		11424
Tired		4896
Tissue		1632
Tissue.		1632
Titter.		1632
To		1483488
To-Morrow		1632
To-Morrow's		1632
To-Morrow.		3264
To-Morrow."		1632
To-Night,"		1632
To-Night."		1632
To.		1632
Toes		1632
Together		14688
Together,		4896
Together,--Fronds		1632
Together.		16320
Together."		1632
Toiled		1632
Told		34272
Tolerance.		1632
Ton-Weight		1632
Tone		9792
Tone,		1632
Tone.		4896
Tones,		1632
Tongue		1632
Tongue-Cutting,		1632
Tongue.		3264
Tongues		1632
Too		57120
Too,		13056
Too,"		1632
Too.		1632
Took		45696
Top		1632
Topic		3264
Tore		3264
Torment		4896
Torment!		1632
Torment,--They		1632
Torment.		1632
Tormented		4896
Tormentor.		1632
Torn		13056
Torn.		1632
Torture		3264
Torture,		1632
Torture.		1632
Torture;		1632
Tortured		1632
Tortures		1632
Tossed		1632
Total		1632
Tottenham		1632
Touch		14688
Touch,		3264
Touch--Of		1632
Touch.		1632
Touch;		1632
Touched		3264
Touching		1632
Tow		1632
Towards		104448
Towards--Why,		1632
Towing		1632
Traced		1632
Tracery		1632
Traces		1632
Track		3264
Track,		1632
Trader		3264
Tradition		1632
Trailing		3264
Trained		4896
Training		1632
Training;		1632
Trains		1632
Trait,		1632
Trampled		4896
Tranquil		3264
Tranquillity		3264
Transferring		3264
Transfusion		4896
Transition		1632
Transitory		3264
Transplant		1632
Trapping		1632
Traps,		1632
Travel		3264
Travelled		3264
Travelling		1632
Traversed		1632
Traversing		3264
Travesties		1632
Travesty		1632
Tray		4896
Treacherous,		1632
Tread		3264
Treading		1632
Treasure.		1632
Treated		3264
Tree		6528
Tree,		1632
Tree-Branches.		1632
Tree-Stems		1632
Tree-Tops		3264
Tree-Tops.		1632
Tree.		1632
Tree;		1632
Trees		22848
Trees,		16320
Trees.		16320
Trees;		6528
Trembling		1632
Trembling,		3264
Tremendous		1632
Trenchant		1632
Trepidation		1632
Trepidation,		1632
Triangular		1632
Trick		4896
Trickery,		1632
Tricking		1632
Trickled		1632
Tried		27744
Trifle		3264
Trivial		3264
Trophy		1632
Tropical		4896
Tropics		1632
Trot		3264
Trotted		1632
Trouble		9792
Troubled		6528
Troubles		1632
Troubling		1632
Trousers		3264
Truck		1632
Truck.		1632
Trudging		1632
True		4896
True!"		1632
Truly		1632
Trunk		1632
Trusting		1632
Truth		4896
Truth,		3264
Try		1632
Try.		1632
Trying		16320
Tumbled		1632
Tumbling		1632
Tumult		9792
Tumult.		3264
Tumultuous		8160
Tune		3264
Turbans		1632
Turf		1632
Turf.		1632
Turn		19584
Turn!"		1632
Turn,		1632
Turned		114240
Turned,		6528
Turned.		1632
Turning		34272
Turning,		1632
Turns		3264
Tusks		1632
Twelve-Month		1632
Twenty		11424
Twenty-One.		1632
Twenty;		1632
Twice		3264
Twice,		1632
Twice--"		1632
Twig		1632
Twigs		1632
Twining		1632
Twinkling		1632
Twins--And		1632
Twist		1632
Twisted		9792
Twisted.		1632
Twisting		1632
Two		73440
Two,		6528
Two.		1632
Type		3264
Type;		1632
Tyrants,		1632
Ugliness		3264
Ugly		11424
Ugly-Looking		1632
Unable		3264
Unaccompanied		1632
Unaccountable		6528
Unarmed.		3264
Unarmed;		1632
Unaware		1632
Unaware;		1632
Uncanny		3264
Uncertain		3264
Uncertainty		3264
Uncle		3264
Uncle's		3264
Uncle,		1632
Unclean		3264
Uncleanness."		1632
Uncomfortably		1632
Uncommon		1632
Uncommonly		1632
Unconscious		1632
Uncouth		1632
Undecided		1632
Undecidedly.		1632
Under		68544
Under-Sized		1632
Under:		1632
Undergo		1632
Undergone		1632
Undergrowth		13056
Undergrowth,		4896
Undergrowth.		6528
Undergrowth;		1632
Underlies		1632
Undersigned,		1632
Understand		8160
Understand,		4896
Understand,"		3264
Understand.		4896
Understand;		1632
Understanding,		1632
Understood		1632
Understood,		1632
Understood.		1632
Uneasiness.		1632
Unendurable		1632
Unexpected		8160
Unfitted		1632
Unfortunate		1632
Unfriendly		3264
Ungainly		1632
Ungainly.		1632
Unglazed		3264
Unhandy		1632
Unhappily		1632
Unheeding,		1632
Uninhabited.		1632
Uninvited		1632
Uninvited,		1632
Uninvited.		1632
Unison		1632
Unison,		1632
Units,		1632
Universe.		1632
University		1632
Unknown		6528
Unless		6528
Unlike		1632
Unloaded,		1632
Unloading		1632
Unloading.		1632
Unlock		1632
Unluckily		1632
Unlucky		1632
Unmarried,		1632
Unmistakable		1632
Unmistakably		1632
Unnatural		3264
Unnatural,"		1632
Unpaid;		1632
Unpleasant		8160
Unprepared		1632
Unreal		1632
Unreal.		1632
Unreasonable		1632
Unresistingly,		1632
Unsavoury		1632
Unseen		3264
Unseen.		1632
Unshipped		1632
Unshipping		1632
Unsophisticated		1632
Unspeakable		3264
Unsteadily		1632
Unsteady,		1632
Unstrung,		1632
Unsubstantial		1632
Untidy.		1632
Until		42432
Untrained		1632
Untravelled		1632
Unvictualled.		1632
Up		187680
Up!		1632
Up!"		3264
Up"		1632
Up),		1632
Up,		19584
Up.		8160
Up."		1632
Up;		1632
Upon		207264
Upon.		1632
Upper		4896
Uprooting		1632
Upset		1632
Upward		3264
Upward,		3264
Urgent		1632
Ursine		1632
Us		57120
Us!"		1632
Us,		16320
Us,"		1632
Us.		32640
Us;		3264
Us?"		1632
Usage		1632
Use		3264
Use.		1632
Used		11424
Useless		3264
Usually		1632
Utmost		3264
Utter		1632
Utterly		1632
V.		3264
Vacant		3264
Vacant,		1632
Vaccination		1632
Vague		9792
Vaguely,		1632
Vaguest		1632
Vain		3264
Vain"		6528
Vain,'		1632
Vain.		1632
Vain."		3264
Valley		1632
Valley.		1632
Valuable		1632
Vanish		3264
Vanished		16320
Vanished.		6528
Vanished;		1632
Vanishing		3264
Vanity,		3264
Vapour		3264
Varied		1632
Variegated		1632
Vast		3264
Vaults		1632
Vegetables		1632
Vegetation		1632
Vegetation,		3264
Vegetation,--Chiefly		1632
Veil		1632
Veins.		1632
Vengeance.		1632
Vent		3264
Vented		3264
Verge		1632
Vertebrae		1632
Vertical		3264
Very		76704
Vessel		4896
Vessels		1632
Vestige		1632
Vestiges		4896
Vexation.		1632
Vi.		3264
Vibrating		1632
Vice		1632
Vice,		1632
Vicious		3264
Victim		4896
Victim,		1632
Victim.		3264
Victims		4896
Victims,--The		1632
Victims.		1632
Victor		1632
View--In		1632
View.		4896
Vigilance		1632
Vigilant.		1632
Vigorous		1632
Vigorously		1632
Vigour;		1632
Vii.		3264
Viii.		3264
Vile		1632
Vile--"		1632
Viler		1632
Village		3264
Vines		1632
Violence		1632
Violent		4896
Violently,		3264
Virago.		1632
Virtue		1632
Visible		1632
Visible,		1632
Visit		3264
Visited		1632
Visitor		1632
Vivid		4896
Vividly		1632
Vividness		1632
Vivisected		4896
Vivisecting		1632
Vivisection		6528
Vivisection.		1632
Vivisector		1632
Vivisector,		1632
Vivisectors		1632
Vixen		1632
Voice		39168
Voice).		1632
Voice,		6528
Voice.		14688
Voice:--"Children		1632
Voice;		4896
Voices		9792
Voices,		1632
Voices.		6528
Voices."		1632
Void		1632
Volcanic		6528
Volley		1632
Volume		3264
Votary		1632
Vulpine,		1632
W.		3264
Waded		6528
Wading		1632
Wailing		1632
Waist		1632
Waist.		1632
Wait		1632
Waited		3264
Waiting		6528
Wake		3264
Wake.		1632
Wakes		1632
Waking.		1632
Walk		1632
Walk.		1632
Walked		24480
Walker		1632
Walking		6528
Walks		1632
Wall		6528
Wall!		1632
Wall,		4896
Wall.		4896
Wall."		1632
Walled		1632
Walls		4896
Wan		1632
Wander		6528
Wandered		3264
Wandering		3264
Wandering,		1632
Waning		1632
Want		22848
Wanted		4896
Wanted--It		1632
Wanted--To		1632
Wanted.		1632
Wantonly		1632
Wantonness		1632
Wantonness,		1632
War		1632
Warm		8160
Warmed		1632
Warming		1632
Warn		4896
Warned		1632
Warning,		1632
Was		975936
Was!"		1632
Was,		14688
Was.		4896
Wash		1632
Washed		1632
Wasn't		1632
Waste		3264
Wasted		3264
Wasting		1632
Watch		6528
Watched		13056
Watched,		1632
Watches		1632
Watchfulness.		3264
Watching		24480
Watching,		1632
Watching.		1632
Water		32640
Water's		9792
Water,		13056
Water.		13056
Water;		1632
Waters		1632
Watery		1632
Wave		4896
Waves		3264
Waves,		1632
Waving		11424
Way		73440
Way!"		3264
Way,		22848
Way,"		1632
Way.		8160
Way;		3264
Way?"		1632
Waylaid		1632
Ways		4896
Ways,		3264
We		218688
We'll		1632
We're		4896
We've		1632
We?		1632
Weak,		1632
Weak;		1632
Weakened		1632
Weakly		3264
Weakness		1632
Weapon		1632
Weapon,		4896
Weapon.		3264
Weapons,		1632
Weary		4896
Weary,		3264
Weather-Beaten		1632
Weeds		1632
Weedy		3264
Week,		1632
Weeks		4896
Weep		1632
Weep,		1632
Weep.		1632
Weep."		1632
Weeping		1632
Weight		1632
Weighted		1632
Weird		1632
Welfare,		1632
Well		21216
Well,		3264
Well,"		6528
Well--It's		1632
Well-Known		3264
Well-Nigh		1632
Well."		1632
Wells		1632
Welter		1632
Weltering		1632
Went		163200
Went;		1632
Wept,"		1632
Were		267648
Were,		3264
Were.		1632
West.		4896
Western		1632
Westward		16320
Westward,		1632
What		132192
What's		1632
What,		1632
What,--That		1632
What--That		1632
What?		1632
Whatever		6528
Wheel.		4896
Wheeled		1632
Wheels.		1632
When		107712
Whenever		3264
Where		44064
Where's		1632
Where--In		1632
Where.		1632
Whereabouts.		1632
Wherewith		1632
Whether		1632
Which		122400
Which,		1632
Whiffs		1632
While		21216
While,		1632
Whip		14688
Whip!"		1632
Whip,		4896
Whip,"		1632
Whip--"		1632
Whip-Cracking		1632
Whip-Lash;		1632
Whip.		6528
Whip;		1632
Whip?"		1632
Whipped		1632
Whips		4896
Whips,		1632
Whips.		1632
Whiskey		1632
Whiskey,		3264
Whiskey.		1632
Whiskey?"		1632
Whisper		3264
Whisper,		3264
Whispered		1632
Whistle,		1632
Whistle.		1632
Whistling		1632
White		48960
White,		6528
White-Faced,		1632
White-Flowered		1632
White-Fringed		1632
White-Haired		21216
White-Haired,		1632
White-Swathed		6528
White-Wrapped		1632
White.		4896
Whither		1632
Who		86496
Whoever		1632
Whole		22848
Wholesome		3264
Whom		11424
Whooped		1632
Whooping		3264
Whose		9792
Why		11424
Why,		3264
Wickedness		1632
Wide		8160
Wide,		1632
Wide-Brimmed		1632
Widening		1632
Wild		8160
Wildest		1632
Wildness		1632
Wilfully		1632
Will		58752
Will,		3264
Will,"		1632
Will."		1632
Will;		1632
Wince.		1632
Wincing		1632
Wind		4896
Wind,		3264
Wind-Blown		1632
Wind-Swept		1632
Wind.		3264
Wind;		3264
Winded		1632
Winding		4896
Window		9792
Window,		6528
Window-Bar,		1632
Window-Frame		1632
Windows		1632
Windows;		1632
Wings		1632
Wiping		1632
Wire.		1632
Wise		1632
Wish		9792
Wish,		1632
Wished		3264
Wishes		1632
Wisps,		1632
Witch,		1632
With		683808
With,		1632
With.		1632
Withdrawn		1632
Withdrew		1632
Within		13056
Within;		1632
Without		34272
Without.		1632
Witness		1632
Wits		3264
Woe		1632
Woke		3264
Woke,		1632
Wolf		1632
Wolf-Bear,		1632
Wolf-Beasts,		1632
Wolf-Brute		1632
Wolf-Creatures,		1632
Wolf-Man,		1632
Wolf-Woman,		1632
Wolf-Women		1632
Wolf-Women;		1632
Wolves,		1632
Woman		1632
Woman's		1632
Women		11424
Women,--Men		1632
Won't		6528
Wonder		3264
Wonder,		1632
Wondered		4896
Wonderful		3264
Wondering		4896
Wondering,		3264
Wood		4896
Wood,		4896
Wood.		1632
Wooden		1632
Woods		1632
Word		4896
Word,		1632
Word.		1632
Words		1632
Words!"		1632
Words,"		1632
Words.		3264
Words."		3264
Wore		4896
Work		26112
Work.		1632
Work;		1632
Worked		6528
Workers		3264
Working		3264
Works		1632
World		4896
World's		1632
World,"		1632
World.		4896
Worn		1632
Worry		1632
Worse		8160
Worshipping.		1632
Would		94656
Wound		6528
Wounded		4896
Wounds		1632
Wounds.		3264
Wounds;		1632
Woven		3264
Wrap		1632
Wrapped		1632
Wrappings,		1632
Wrath		3264
Wrenched		1632
Wretch		1632
Wretched		11424
Wretcheder		1632
Wriggle		1632
Wriggled		3264
Wrist		1632
Wrist.		3264
Write		1632
Write,--Things		1632
Writer		1632
Writhed		3264
Writhing		1632
Written		3264
Wrong		6528
Wrought		3264
Wrung		1632
X.		3264
Xi.		3264
Xii.		3264
Xiii.		3264
Xiv.		3264
Xix.		3264
Xv.		3264
Xvi.		3264
Xvii.		3264
Xviii.		3264
Xx.		3264
Xxi.		3264
Xxii.		3264
Yacht,		1632
Yacht.		1632
Yard		8160
Yard,		3264
Yard.		1632
Yards		17952
Yawed		1632
Yawn		1632
Yawn,		1632
Yawn.		1632
Yawp		1632
Year		4896
Year.		1632
Years		21216
Years!		1632
Years,		3264
Years.		1632
Years?		1632
Yell		1632
Yelled		3264
Yelling		4896
Yelling,		1632
Yellow		16320
Yellow-Flowering		1632
Yellow-Green		1632
Yellow-Lit		1632
Yellow-White		1632
Yells		1632
Yelp		6528
Yelp,		1632
Yelped		6528
Yelping		3264
Yesterday.		1632
Yet		37536
Yet!		1632
Yet,		1632
Yet,"		1632
Yet--If		1632
Yet--So		1632
Yet.		4896
Yet."		1632
Yokel		1632
Yonder		1632
Yonder,		1632
Yonder.		1632
You		228480
You!		1632
You!"		4896
You'd		3264
You'll		3264
You're		3264
You've		3264
You,		19584
You,"		9792
You,--For		1632
You,--The		1632
You--"		1632
You.		13056
You."		9792
You;		1632
You?		3264
You?"		9792
Young		6528
Youngish		1632
Your		50592
Yours		1632
Yours--"		1632
Yours--Understood		1632
Yourself		1632
Yourself,--To		1632
Yourself?"		1632
Yourselves,		1632
Youthful		1632
Youths		1632
Zenith,		1632
Zodiacal		1632
Zoological		1632
Zouaves		1632
_Had_		1632
_He_--"		1632
_Him_,		1632
_His_		1632
_I_		3264
_My_		1632
_Not_		3264
_Prove_		1632
_That_		1632
_That_--Will		1632
_Was_		1632
_You_		4896
_You_,		3264
_Your_		1632
sssssss		12
{1}		1632
{2}		1632
﻿This		22
﻿﻿This		1
------- High Frequency Word-----------
 The:4874784
